,age,consentEnd,demographicsEnd,education,gender,gigBenefit,gigEver,gigWorkers,income,introEnd,politics,race,studyEnd,scenario0end,scenario1end,scenario2end,scenario3end,scenario4end,scenario5end,scenario6end,scenario7end,scenario8end,Day off,Direct Supervisor,Evaluation,Salary,Working Options (companies in same sector),Working hours (length),Working hours (time period),choice,eval,pid,rid
351,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",No,Daily,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,1,9137,5
352,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",An algorithm,Monthly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,3,9137,6
353,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",An algorithm,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,False,1,9137,6
354,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,False,1,9137,7
355,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",An algorithm,Monthly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,3,9137,7
356,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,3,9137,8
357,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",An algorithm,Yearly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,1,9137,8
358,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",Yes,Yearly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,2,9137,9
359,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",An algorithm,Monthly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,1,9137,9
360,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",No,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,5,9328,0
361,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,5,9328,0
362,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",No,Daily,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,False,5,9328,1
363,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,True,5,9328,1
364,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",No,Monthly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,False,5,9328,2
365,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,True,5,9328,2
366,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,5,9328,3
367,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",An algorithm,Yearly,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,5,9328,3
368,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,5,9328,4
369,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,True,5,9328,4
370,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,5,9328,5
371,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,5,9328,5
372,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,5,9328,6
373,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,5,9328,6
374,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,False,5,9328,7
375,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,5,9328,7
376,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",Yes,Daily,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,False,5,9328,8
377,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,5,9328,8
378,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Unpaid, but whenever you want",An algorithm,Monthly,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,5,9328,9
379,25-34 years old,3988,223270,Graduate degree,Male,Yes,No,Employees,"Less than $20,000",12893,Moderate,Hispanic,99429,32306,39400,52126,61278,70792,79076,84987,89406,95042,"Paid, but following company policies",An algorithm,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,5,9328,9
380,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,False,3,9929,0
381,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,9929,0
382,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,9929,1
383,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,9929,1
384,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,True,4,9929,2
385,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,3,9929,2
386,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,9929,3
387,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",No,Daily,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,False,3,9929,3
388,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,No,Minimum 4h,Totally flexible,True,4,9929,4
389,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,9929,4
390,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",No,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,9929,5
391,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",No,Daily,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,3,9929,5
392,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Daily,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,9929,6
393,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,4,9929,6
394,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,9929,7
395,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,9929,7
396,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",No,Monthly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,4,9929,8
397,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,3,9929,8
398,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,4,9929,9
399,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",Yes,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,3,9929,9
